,name,Website,street address,city,state,zipcode,Type,Size,private,funding,Associates (y=1/n=0)
599,Daniel Webster College,www.dwc.edu,20 University Dr,Nashua,Hampshire,03063-1300,"4-year, Private not-for-profit",1007.0,Private,not-for-profit,0
600,Darkei Noam Rabbinical College,,2822 Ave J,Brooklyn,York,11210,"4-year, Private not-for-profit",17.0,Private,not-for-profit,0
601,Dartmouth College,www.dartmouth.edu,,Hanover,Hampshire,03755-3529,"4-year, Private not-for-profit",5848.0,Private,not-for-profit,0
602,Davenport University,www.davenport.edu,6191 Kraft Avenue S.E.,Grand Rapids,Michigan,49512-9396,"4-year, Private not-for-profit",10773.0,Private,not-for-profit,0
603,Davenport University-Alma Location,www.davenport.edu,1500 N. Pine St,Alma,Michigan,48801-9069,"4-year, Private not-for-profit",,Private,not-for-profit,0
604,Davenport University-Caro Location,www.davenport.edu,1231 Cleaver Rd,Caro,Michigan,48723-9121,"4-year, Private not-for-profit",,Private,not-for-profit,0
605,Davenport University-Flint Location,www.davenport.edu,Suite A,Flint,Michigan,48507-9121,"4-year, Private not-for-profit",,Private,not-for-profit,0
606,Davenport University-Fulton Street Location,www.davenport.edu,415 E Fulton St,Grand Rapids,Michigan,49503-9121,"4-year, Private not-for-profit",,Private,not-for-profit,0
607,Davenport University-Holland Location,www.davenport.edu,643 S Waverly Rd,Holland,Michigan,49423-9121,"4-year, Private not-for-profit",,Private,not-for-profit,0
608,Davenport University-Kalamazoo Location,www.davenport.edu,4123 W Main St,Kalamazoo,Michigan,49006-2791,"4-year, Private not-for-profit",,Private,not-for-profit,0
609,Davenport University-Lansing Location,www.davenport.edu,220 E Kalamazoo,Lansing,Michigan,48933-2197,"4-year, Private not-for-profit",,Private,not-for-profit,0
610,Davenport University-Livonia Location,,19499 Victor Parkway,Livonia,Michigan,48152-9069,"4-year, Private not-for-profit",,Private,not-for-profit,0
611,Davenport University-Merrillville Location,www.davenport.edu,8200 Georgia St,Merrillville,Indiana,46410-6128,"4-year, Private not-for-profit",,Private,not-for-profit,0
612,Davenport University-Midland Location,www.davenport.edu,3555 E Patrick Rd,Midland,Michigan,48642-3799,"4-year, Private not-for-profit",,Private,not-for-profit,0
613,Davenport University-Saginaw Location,davenport.edu,5300 Bay Rd,Saginaw,Michigan,48604-9069,"4-year, Private not-for-profit",,Private,not-for-profit,0
614,Davenport University-South Bend Location,www.davenport.edu/tabid/323/default.aspx,7121 Grape Road,Granger,Indiana,46530-9069,"4-year, Private not-for-profit",,Private,not-for-profit,0
615,Davenport University-Traverse City Location,www.davenport.edu,Ste. 110,Traverse City,Michigan,49684-9121,"4-year, Private not-for-profit",,Private,not-for-profit,0
616,Davenport University-Warren Location,www.davenport.edu,27650 Dequindre Rd,Warren,Michigan,48092-5209,"4-year, Private not-for-profit",,Private,not-for-profit,0
617,Davidson College,www.davidson.edu/,102 N. Main Street,Davidson,Carolina,28035,"4-year, Private not-for-profit",1668.0,Private,not-for-profit,0
618,Davis & Elkins College,www.davisandelkins.edu,100 Campus Dr,Elkins,Virginia,26241-3996,"4-year, Private not-for-profit",580.0,Private,not-for-profit,0
619,Davis College,www.davisny.edu,400 Riverside Drive,Johnson City,York,13790-2712,"4-year, Private not-for-profit",325.0,Private,not-for-profit,0
620,Daytona State College,www.DaytonaState.edu,1200 W. International Speedway Blvd.,Daytona Beach,Florida,32114,"4-year, primarily associate's, Public",15030.0,Public,not-for-profit,1
621,Dean College,www.dean.edu,99 Main Street,Franklin,Massachusetts,02038-1941,"4-year, primarily associate's, Private not-for-profit",1341.0,Private,0,1
622,Defiance College,www.defiance.edu,701 N Clinton,Defiance,Ohio,43512,"4-year, Private not-for-profit",1001.0,Private,not-for-profit,0
623,Delaware State University,www.desu.edu,1200 N. Dupont Highway,Dover,Delaware,19901,"4-year, Public",3534.0,Public,not-for-profit,0
624,Delaware Valley College,www.delval.edu,700 E Butler Ave,Doylestown,Pennsylvania,18901-2697,"4-year, Private not-for-profit",2152.0,Private,not-for-profit,0
625,Dell'Arte International School of Physical Theatre,www.dellarte.com/school,131 H Street,Blue Lake,California,95525-0816,"4-year, Private not-for-profit",44.0,Private,not-for-profit,0
626,Delta State University,www.deltastate.edu,Hwy 8 West,Cleveland,Mississippi,38733,"4-year, Public",4064.0,Public,not-for-profit,0
627,Denison University,www.denison.edu,100 West College Rd,Granville,Ohio,43023-0713,"4-year, Private not-for-profit",2200.0,Private,not-for-profit,0
628,Denver Seminary,www.denverseminary.edu,6399 S. Santa Fe Drive,Littleton,Colorado,80120,"4-year, Private not-for-profit",880.0,Private,not-for-profit,0
629,DePaul University,www.depaul.edu,55 E Jackson,Chicago,Illinois,60604,"4-year, Private not-for-profit",24352.0,Private,not-for-profit,0
630,DePauw University,www.depauw.edu,313 S Locust St,Greencastle,Indiana,46135-1772,"4-year, Private not-for-profit",2298.0,Private,not-for-profit,0
631,Des Moines University-Osteopathic Medical Center,www.dmu.edu,3200 Grand Ave,Des Moines,Iowa,50312,"4-year, Private not-for-profit",1729.0,Private,not-for-profit,0
632,DeSales University,www.desales.edu,2755 Station Avenue,Center Valley,Pennsylvania,18034-9568,"4-year, Private not-for-profit",3162.0,Private,not-for-profit,0
633,Design Institute of San Diego,WWW.DISD.EDU,8555 Commerce Ave,San Diego,California,92121,"4-year, Private for-profit",253.0,Private,for profit,0
634,DeVry College of New York,www.devry.edu,3020 Thomson Ave,Long Island City,York,11101-3051,"4-year, Private for-profit",1435.0,Private,for profit,0
635,DeVry University-Arizona,www.devry.edu,2149 W Dunlap Ave,Phoenix,Arizona,85021-2995,"4-year, Private for-profit",1700.0,Private,for profit,0
636,DeVry University-California,www.devry.edu,901 Corporate Ctr Dr,Pomona,California,91768-2642,"4-year, Private for-profit",7234.0,Private,for profit,0
637,DeVry University-Colorado,www.devry.edu,Ste. 316,Westminster,Colorado,80234-2010,"4-year, Private for-profit",1308.0,Private,for profit,0
638,DeVry University-Florida,www.devry.edu,2300 SW 145th Ave,Miramar,Florida,33027,"4-year, Private for-profit",3586.0,Private,for profit,0
639,DeVry University-Georgia,www.devry.edu,250 N Arcadia Ave,Decatur,Georgia,30030-2198,"4-year, Private for-profit",5006.0,Private,for profit,0
640,DeVry University-Illinois,www.devry.edu,3300 N Campbell Ave,Chicago,Illinois,60618,"4-year, Private for-profit",24624.0,Private,for profit,0
641,DeVry University-Indiana,www.devry.edu,Ste 350,Indianapolis,Indiana,46240,"4-year, Private for-profit",590.0,Private,for profit,0
642,DeVry University-Kentucky,www.devry.edu,10172 Linn Station Rd,Louisville,Kentucky,40223,"4-year, Private for-profit",34.0,Private,for profit,0
643,DeVry University-Maryland,www.devry.edu,Suite 100 North,Bethesda,Maryland,20814-3304,"4-year, Private for-profit",95.0,Private,for profit,0
644,DeVry University-Michigan,www.devry.edu,26999 Central Park Blvd Ste 125,Southfield,Michigan,48076,"4-year, Private for-profit",41.0,Private,for profit,0
645,DeVry University-Minnesota,www.devry.edu,Ste 100,St Louis Park,Minnesota,55426,"4-year, Private for-profit",357.0,Private,for profit,0
646,DeVry University-Missouri,www.devry.edu,11224 Holmes Road,Kansas City,Missouri,64131-3626,"4-year, Private for-profit",1450.0,Private,for profit,0
647,DeVry University-Nevada,www.devry.edu,Ste 150,Henderson,Nevada,89074-7120,"4-year, Private for-profit",235.0,Private,for profit,0
648,DeVry University-New Jersey,www.devry.edu,630 US Hwy One,North Brunswick,Jersey,08902-3362,"4-year, primarily associate's, Private for-profit",1292.0,Private,for profit,1
649,DeVry University-North Carolina,www.devry.edu,Ste 145,Charlotte,Carolina,28211-3627,"4-year, Private for-profit",642.0,Private,for profit,0
650,DeVry University-Ohio,www.devry.edu,1350 Alum Creek Dr,Columbus,Ohio,43209-2705,"4-year, Private for-profit",4035.0,Private,for profit,0
651,DeVry University-Oklahoma,www.devry.edu,4013 NW Expressway,Oklahoma City,Oklahoma,73116,"4-year, Private for-profit",81.0,Private,for profit,0
652,DeVry University-Oregon,www.devry.edu,Peterkort Center II - 9755 SW Barnes Road-Ste 150,Portland,Oregon,97225-6651,"4-year, Private for-profit",156.0,Private,for profit,0
653,DeVry University-Pennsylvania,www.devry.edu,1140 Virginia Dr,Fort Washington,Pennsylvania,19034-3204,"4-year, Private for-profit",2035.0,Private,for profit,0
654,DeVry University-Tennessee,www.devry.edu,6401 Poplar Ave Ste 600,Memphis,Tennessee,38119,"4-year, Private for-profit",193.0,Private,for profit,0
655,DeVry University-Texas,www.devry.edu,4800 Regent Blvd,Irving,Texas,75063-2439,"4-year, Private for-profit",4105.0,Private,for profit,0
656,DeVry University-Utah,www.devry.edu,Ste. 420,Sandy,Utah,84070,"4-year, Private for-profit",93.0,Private,for profit,0
657,DeVry University-Virginia,www.devry.edu,2450 Crystal Drive,Arlington,Virginia,22202-3843,"4-year, Private for-profit",916.0,Private,for profit,0
658,DeVry University-Washington,www.devry.edu,3600 S 344th Wy,Federal Way,Washington,98001-9558,"4-year, Private for-profit",903.0,Private,for profit,0
659,DeVry University-Wisconsin,www.devry.edu,Ste 2550,Milwaukee,Wisconsin,53202,"4-year, Private for-profit",310.0,Private,for profit,0
660,Dickinson College,www.dickinson.edu,College and Louther Streets,Carlisle,Pennsylvania,17013-2896,"4-year, Private not-for-profit",2388.0,Private,not-for-profit,0
661,Dickinson State University,www.dickinsonstate.com,291 Campus Drive,Dickinson,Dakota,58601-4896,"4-year, Public",2730.0,Public,not-for-profit,0
662,DigiPen Institute of Technology,www.digipen.edu,5001-150th Ave NE,Redmond,Washington,98052,"4-year, Private for-profit",915.0,Private,for profit,0
663,Digital Media Arts College,WWW.DMAC.EDU,3785 N Federal Hwy,Boca Raton,Florida,33431,"4-year, Private for-profit",406.0,Private,for profit,0
664,Dillard University,www.dillard.edu,2601 Gentilly Blvd,New Orleans,Louisiana,70122,"4-year, Private not-for-profit",851.0,Private,not-for-profit,0
665,Divine Word College,www.dwci.edu,102 Jacoby Dr SW,Epworth,Iowa,52045,"4-year, primarily associate's, Private not-for-profit",61.0,Private,0,1
666,Dixie State College of Utah,new.dixie.edu/,225 S 700 E,Saint George,Utah,84770-3876,"4-year, primarily associate's, Public",6086.0,Public,not-for-profit,1
667,Doane College,www.doane.edu,1014 Boswell,Crete,Nebraska,68333,"4-year, Private not-for-profit",894.0,Private,not-for-profit,0
668,Doane College-Lincoln Grand Island and Master,www.doane.edu,303 N 52nd St,Lincoln,Nebraska,68504,"4-year, Private not-for-profit",1651.0,Private,not-for-profit,0
669,Dominican College of Blauvelt,www.dc.edu,470 Western Highway,Orangeburg,York,10962-1210,"4-year, Private not-for-profit",1977.0,Private,not-for-profit,0
670,Dominican House of Studies,WWW.DHS.EDU,NE,Washington,Columbia,20017-1585,"4-year, Private not-for-profit",91.0,Private,not-for-profit,0
671,Dominican School of Philosophy & Theology,www.dspt.edu,2301 Vine Street,Berkeley,California,94708-1816,"4-year, Private not-for-profit",83.0,Private,not-for-profit,0
672,Dominican University,www.dom.edu/,7900 W Division St,River Forest,Illinois,60305,"4-year, Private not-for-profit",3413.0,Private,not-for-profit,0
673,Dominican University of California,www.dominican.edu,50 Acacia Ave,San Rafael,California,94901-2298,"4-year, Private not-for-profit",2071.0,Private,not-for-profit,0
674,Dongguk Royal University,www.dru.edu,440 Shatto Pl,Los Angeles,California,90020-1704,"4-year, Private not-for-profit",187.0,Private,not-for-profit,0
675,Donnelly College,donnelly.edu,608 N 18th St,Kansas City,Kansas,66102,"4-year, primarily associate's, Private not-for-profit",634.0,Private,0,1
676,Dordt College,www.dordt.edu,498 4th Ave NE,Sioux Center,Iowa,51250-1697,"4-year, Private not-for-profit",1361.0,Private,not-for-profit,0
677,Dowling College,WWW.DOWLING.EDU,150 Idle Hour Blvd,Oakdale,York,11769-1999,"4-year, Private not-for-profit",5706.0,Private,not-for-profit,0
678,Dragon Rises College of Oriental Medicine,,Building F,Gainesville,Florida,32601,"4-year, Private for-profit",36.0,Private,for profit,0
679,Drake University,www.drake.edu,2507 University Avenue,Des Moines,Iowa,50311-4505,"4-year, Private not-for-profit",5668.0,Private,not-for-profit,0
680,Drew University,www.drew.edu,36 Madison Ave,Madison,Jersey,07940,"4-year, Private not-for-profit",2581.0,Private,not-for-profit,0
681,Drexel University,www.drexel.edu,3141 Chestnut St,Philadelphia,Pennsylvania,19104,"4-year, Private not-for-profit",21537.0,Private,not-for-profit,0
682,Drury University,www.drury.edu,900 N.Benton,Springfield,Missouri,65802-3791,"4-year, Private not-for-profit",5260.0,Private,not-for-profit,0
683,Duke University,WWW.DUKE.EDU,103 Allen Bldg,Durham,Carolina,27708,"4-year, Private not-for-profit",14060.0,Private,not-for-profit,0
684,Dunwoody College of Technology,www.dunwoody.edu,818 Dunwoody Blvd,Minneapolis,Minnesota,55403-1192,"4-year, primarily associate's, Private not-for-profit",1667.0,Private,0,1
685,Duquesne University,www.duq.edu,Administration Bldg 600 Forbes Ave,Pittsburgh,Pennsylvania,15282,"4-year, Private not-for-profit",10106.0,Private,not-for-profit,0
686,D'Youville College,www.dyc.edu,320 Porter Ave,Buffalo,York,14201-1084,"4-year, Private not-for-profit",2943.0,Private,not-for-profit,0
687,Eagle Gate College,www.eaglegatecollege.edu,915 N 400 W,Layton,Utah,84041,"4-year, primarily associate's, Private for-profit",119.0,Private,for profit,1
688,Eagle Gate College,EAGLEGATECOLLEGE.EDU,5588 South Green Street,Murray,Utah,84123-6965,"4-year, primarily associate's, Private for-profit",406.0,Private,for profit,1
689,Earlham College,www.earlham.edu,801 National Rd West,Richmond,Indiana,47374-4095,"4-year, Private not-for-profit",1336.0,Private,not-for-profit,0
690,East Carolina University,www.ecu.edu,East 5th Street,Greenville,Carolina,27858-4353,"4-year, Public",27677.0,Public,not-for-profit,0
691,East Central University,www.ecok.edu,1100 E. 14,Ada,Oklahoma,74820-6899,"4-year, Public",4361.0,Public,not-for-profit,0
692,East Stroudsburg University of Pennsylvania,www.esu.edu,200 Prospect Street,East Stroudsburg,Pennsylvania,18301-2999,"4-year, Public",7234.0,Public,not-for-profit,0
693,East Tennessee State University,www.etsu.edu,807 University Pky,Johnson City,Tennessee,37614-0000,"4-year, Public",13646.0,Public,not-for-profit,0
694,East Texas Baptist University,www.etbu.edu,1209 N Grove,Marshall,Texas,75670-1498,"4-year, Private not-for-profit",1210.0,Private,not-for-profit,0
695,East West College of Natural Medicine,ewcollege.org,3808 N. Tamiami Tr,Sarasota,Florida,34234-0000,"4-year, Private for-profit",120.0,Private,for profit,0
696,Eastern Connecticut State University,www.easternct.edu/,83 Windham St,Willimantic,Connecticut,06226,"4-year, Public",5427.0,Public,not-for-profit,0
697,Eastern Illinois University,www.eiu.edu,600 Lincoln Avenue,Charleston,Illinois,61920,"4-year, Public",12040.0,Public,not-for-profit,0
698,Eastern Kentucky University,www.eku.edu,521 Lancaster Ave,Richmond,Kentucky,40475-3102,"4-year, Public",16031.0,Public,not-for-profit,0
699,Eastern Mennonite University,www.emu.edu/l/collegenavigator,1200 Park Rd,Harrisonburg,Virginia,22802-2462,"4-year, Private not-for-profit",1387.0,Private,not-for-profit,0
700,Eastern Michigan University,www.emich.edu,,Ypsilanti,Michigan,48197,"4-year, Public",22032.0,Public,not-for-profit,0
701,Eastern Nazarene College,www.enc.edu,23 E Elm Ave,Quincy,Massachusetts,02170-2999,"4-year, Private not-for-profit",1000.0,Private,not-for-profit,0
702,Eastern New Mexico University-Main Campus,www.enmu.edu,1500 S Ave K,Portales,Mexico,88130,"4-year, Public",4294.0,Public,not-for-profit,0
703,Eastern Oregon University,www.eou.edu,One University Blvd,La Grande,Oregon,97850,"4-year, Public",3666.0,Public,not-for-profit,0
704,Eastern University,www.eastern.edu,1300 Eagle Rd,Saint Davids,Pennsylvania,19087-3696,"4-year, Private not-for-profit",4364.0,Private,not-for-profit,0
705,Eastern Virginia Medical School,www.evms.edu,700w. Olney,Norfolk,Virginia,23507,"4-year, Private not-for-profit",747.0,Private,not-for-profit,0
706,Eastern Washington University,www.ewu.edu/Home.xml,526 5th Street,Cheney,Washington,99004-2496,"4-year, Public",10809.0,Public,not-for-profit,0
707,East-West University,www.eastwest.edu,816 S Michigan Ave,Chicago,Illinois,60605,"4-year, primarily associate's, Private not-for-profit",1171.0,Private,0,1
708,Ecclesia College,www.ecollege.edu,9653 Nations Dr,Springdale,Arkansas,72762,"4-year, Private not-for-profit",235.0,Private,not-for-profit,0
709,Eckerd College,www.eckerd.edu,4200 54th Ave S,Saint Petersburg,Florida,33711-4700,"4-year, Private not-for-profit",2508.0,Private,not-for-profit,0
710,ECPI College of Technology,www.ecpi.edu,5555 Greenwich Rd Ste 300,Virginia Beach,Virginia,23462,"4-year, primarily associate's, Private for-profit",8543.0,Private,for profit,1
711,ECPI Technical College,www.ecpitech.edu,5234 Airport Rd,Roanoke,Virginia,24012,"4-year, primarily associate's, Private for-profit",374.0,Private,for profit,1
